participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,objects_uid
P29,P29_01,peel sausage,00:11:30.75,00:11:33.15,41445,41589,peel,16,sausage,84,['sausage'],[84],"[353030,353031,353032,353033,353034,353798,353799,353800,353801,353802]"
P29,P29_01,throw sausage in pan,00:11:34.09,00:11:34.75,41645,41685,throw,8,sausage,84,"['sausage', 'pan']","[84, 1]","[353037,353805]"
P29,P29_01,peel sausage,00:11:37.12,00:11:37.87,41827,41872,peel,16,sausage,84,['sausage'],[84],[353811]
P29,P29_01,throw sausage in pan,00:11:41.16,00:11:43.55,42069,42213,throw,8,sausage,84,"['sausage', 'pan']","[84, 1]","[353047,353048,353049,353050,353051,353819,353820,353821,353822,353823]"
P29,P29_01,throw away skin,00:11:48.02,00:11:49.35,42481,42561,throw,8,skin,68,['skin'],[68],"[353825,353826,354043,354044,354045]"
P29,P29_01,pick up sausage,00:11:51.28,00:11:53.03,42676,42781,pick-up,0,sausage,84,['sausage'],[84],"[353054,353055,353056,353057,353831,353832,353833,353834]"
P29,P29_01,put sausage in pan,00:11:53.85,00:11:55.67,42831,42940,put,1,sausage,84,"['sausage', 'pan']","[84, 1]","[353059,353060,353061,353062,353836,353837,353838,353839]"
P29,P29_01,squeeze sausage into pan,00:11:54.87,00:11:57.47,42892,43048,squeeze,21,sausage,84,"['sausage', 'pan']","[84, 1]","[353061,353062,353063,353064,353065,353838,353839,353840,353841,353842]"
P29,P29_01,pick up sausage,00:12:00.34,00:12:01.61,43220,43296,pick-up,0,sausage,84,['sausage'],[84],"[353072,353073,353074,353849,353850,353851]"
P29,P29_01,squeeze sausage into pan,00:12:01.61,00:12:05.72,43296,43543,squeeze,21,sausage,84,"['sausage', 'pan']","[84, 1]","[353075,353076,353077,353078,353079,353080,353081,353082,353852,353853,353854,353855,353856,353857,353858,353859,354048,354049,354050,354051,354052,354053]"
P29,P29_01,squeeze sausage into pan,00:12:03.64,00:12:04.86,43418,43491,squeeze,21,sausage,84,"['sausage', 'pan']","[84, 1]","[353079,353080,353856,353857,354050,354051]"
P29,P29_01,throw away skin,00:12:05.81,00:12:07.34,43548,43640,throw,8,skin,68,['skin'],[68],"[353083,353860,353861,353862,354054,354055,354056]"
P29,P29_01,pick up sausage,00:12:07.65,00:12:09.74,43659,43784,pick-up,0,sausage,84,['sausage'],[84],"[353864,353865,353866,353867,354058]"
P29,P29_01,slice sausage,00:12:11.16,00:12:12.15,43869,43929,slice,5,sausage,84,['sausage'],[84],"[353871,353872]"
P29,P29_01,slice sausage,00:12:15.09,00:12:15.74,44105,44144,slice,5,sausage,84,['sausage'],[84],[353879]
P29,P29_01,peel sausage,00:12:17.76,00:12:19.16,44265,44349,peel,16,sausage,84,['sausage'],[84],"[353884,353885,353886]"
P29,P29_01,wash hands,00:12:21.21,00:12:23.18,44472,44590,wash,4,hand,12,['hand'],[12],"[353891,353892,353893]"
P29,P29_01,peel sausage,00:12:21.36,00:12:21.96,44481,44517,peel,16,sausage,84,['sausage'],[84],[353891]
P29,P29_01,throw away skin,00:12:26.04,00:12:26.88,44762,44812,throw,8,skin,68,['skin'],[68],[354065]
P29,P29_01,pick up soap,00:12:36.15,00:12:36.99,45369,45419,pick-up,0,soap,98,['soap'],[98],[354074]
P29,P29_01,put soap on hand,00:12:37.83,00:12:38.85,45469,45531,put,1,soap,98,"['soap', 'hand']","[98, 12]","[354077,354078]"
P29,P29_01,rub hands,00:12:39.74,00:12:41.49,45584,45689,rub,76,hand,12,['hand'],[12],[]
P29,P29_01,rub hands,00:12:42.54,00:12:43.50,45752,45810,rub,76,hand,12,['hand'],[12],[354353]
P29,P29_01,turn off tap,00:12:44.34,00:12:45.17,45860,45910,turn-off,15,tap,3,['tap'],[3],"[354356,354357,354377,354378]"
P29,P29_01,pick up towel,00:12:45.91,00:12:46.71,45954,46002,pick-up,0,towel,65,['towel'],[65],"[354380,354381]"
P29,P29_01,dry hands,00:12:47.83,00:12:49.01,46069,46140,dry,11,hand,12,['hand'],[12],"[353895,353896,354135,354136]"
P29,P29_01,chop sausage with spatula,00:12:50.63,00:12:51.40,46237,46284,chop,5,sausage,84,"['sausage', 'spatula']","[84, 22]","[353901,354141]"
P29,P29_01,stir sausage,00:12:52.62,00:12:53.33,46357,46399,stir,6,sausage,84,['sausage'],[84],"[353905,354145]"
P29,P29_01,slice sausage with spatula,00:12:55.04,00:12:55.92,46502,46555,slice,5,sausage,84,"['sausage', 'spatula']","[84, 22]","[353910,354150]"
P29,P29_01,pick up curry powder,00:13:14.83,00:13:15.69,47689,47741,pick-up,0,powder:curry,155,['powder:curry'],[155],"[351131,351532,351533,351699,351700,353510,353511,353919,353920,354158,354159]"
P29,P29_01,slice sausage with spatula,00:13:15.23,00:13:17.93,47713,47875,slice,5,sausage,84,"['sausage', 'spatula']","[84, 22]","[351131,351132,351133,351134,351135,351533,351534,351700,351701,351702,351703,351704,353511,353512,353920,353921,353922,353923,353924,354159,354160,354161,354162,354163]"
P29,P29_01,open fridge,00:13:17.24,00:13:18.61,47834,47916,open,2,fridge,10,['fridge'],[10],"[351135,351136,351137,351704,351705,351706,352908,352909,353924,353925,353926,354163,354164,354165]"
P29,P29_01,pick up chilli,00:13:18.51,00:13:20.49,47910,48029,pick-up,0,chilli,101,['chilli'],[101],"[351137,351138,351139,351140,351706,351707,352909,352910,352911,352912,353926,354165]"
P29,P29_01,take chilli out the packet,00:13:20.59,00:13:23.26,48035,48195,take,0,packet,77,['packet'],[77],"[351142,351143,351144,351145,351146,351535,351536,351537,351538,351539,351708,351709,351710,351711,352914,352915,352916,352917,352918,353085,353086,353087,353088,353089,353514,353515,353516,353517,353518]"
P29,P29_01,pour curry powder in pan,00:13:23.44,00:13:24.59,48206,48275,pour,7,powder:curry,155,"['powder:curry', 'pan']","[155, 1]","[351147,351380,351540,351541,351542,351712,351713,351714,352919,352920,352921,353090,353091,353092,353519,353520,353521]"
P29,P29_01,put packet back in fridge,00:13:24.13,00:13:25.36,48247,48321,put,1,packet,77,"['packet', 'fridge']","[77, 10]","[351380,351381,351542,351543,351714,351715,352921,352922,353092,353093,353521,353522]"
P29,P29_01,pour curry powder in pan,00:13:25.93,00:13:27.18,48355,48430,pour,7,powder:curry,155,"['powder:curry', 'pan']","[155, 1]","[351383,351384,351385,351545,351546,351547,351717,352924,353095,353096,353097,353524,353525,353526]"
P29,P29_01,stir pan contents,00:13:27.18,00:13:35.68,48430,48940,stir,6,content:pan,167,['content:pan'],[167],"[351386,351387,351388,351389,351390,351391,351392,351393,351394,351395,351396,351397,351398,351399,351400,351401,351402,351548,353098,353099,353100,353101,353102,353103,353104,353105,353106,353107,353108,353109,353110,353111,353112,353113,353114,353527]"
P29,P29_01,stir,00:13:35.78,00:13:55.94,48946,50156,stir,6,content:pan,167,['content:pan'],[167],"[351403,353115,353116,353117,353118,353119,353120,353121,353122,353123]"
P29,P29_01,stirring pan,00:14:03.02,00:14:03.78,50581,50626,stir,6,pan,1,['pan'],[1],"[351600,351601,353130,353131]"
P29,P29_01,rinsing fingers,00:14:03.25,00:14:05.68,50595,50740,rinse,4,finger,236,['finger'],[236],"[351601,351602,351603,351604,351605,353131,353132]"
P29,P29_01,drying hands,00:14:06.47,00:14:09.60,50788,50976,dry,11,hand,12,['hand'],[12],"[351148,351149,352088,352089,352090,352091,353133,353134]"
P29,P29_01,pick up knife,00:14:10.95,00:14:11.92,51057,51115,pick-up,0,knife,5,['knife'],[5],"[351152,351153,352094,352095,353137,353138]"
P29,P29_01,stirring pan,00:14:11.86,00:14:13.02,51111,51181,stir,6,pan,1,['pan'],[1],"[351154,351155,351156,352096,352097,353139,353140,353141]"
P29,P29_01,chop chilli,00:14:12.02,00:14:17.24,51121,51434,chop,5,chilli,101,['chilli'],[101],"[351154,351155,351156,351157,351158,351159,351160,351161,351162,351163,351164,352096,352097,353139,353140,353141,353142,353143,353144,353145,353146,353147,353148,353149]"
P29,P29_01,stirring pan,00:14:15.36,00:14:18.75,51321,51525,stir,6,pan,1,['pan'],[1],"[351161,351162,351163,351164,351165,351166,351167,353146,353147,353148,353149,353150,353151,353152]"
P29,P29_01,chop chilli,00:14:17.34,00:14:22.13,51440,51727,chop,5,chilli,101,['chilli'],[101],"[351165,351166,351167,351168,351169,351170,351171,351172,351173,351174,353150,353151,353152,353153]"
P29,P29_01,chop chilli,00:14:22.23,00:14:32.38,51733,52342,chop,5,chilli,101,['chilli'],[101],"[351175,351176,351177,351178,351179,351180,351181,351182,351183,351184,351185,351186,351187,351188,351189,351190,351191,351192,351193,351194]"
P29,P29_01,put in pan,00:14:39.00,00:14:39.81,52740,52788,put-in,22,pan,1,['pan'],[1],"[351201,351202,351867,351868,353160,353161]"
P29,P29_01,mixing ingredients,00:14:39.80,00:14:40.94,52788,52856,mix,6,ingredient,143,['ingredient'],[143],"[351203,351204,351869,351870,353162,353163]"
P29,P29_01,put chilli in pan,00:14:39.91,00:14:40.49,52794,52829,put,1,pan,1,['pan'],[1],"[351203,351869,353162]"
P29,P29_01,stir,00:14:40.59,00:14:42.23,52835,52933,stir,6,pan,1,['pan'],[1],"[351205,351871,351872,351873,353164]"
P29,P29_01,stir ingredients,00:14:42.33,00:14:44.33,52939,53059,stir,6,ingredient,143,['ingredient'],[143],"[351874,351875,351876,351877]"
P29,P29_01,stir ingredients,00:14:44.43,00:14:46.40,53065,53184,stir,6,ingredient,143,['ingredient'],[143],"[351878,351879,351880,351881]"
P29,P29_01,chop chilli,00:14:50.54,00:14:51.71,53432,53502,chop,5,chilli,101,['chilli'],[101],"[351212,351213]"
P29,P29_01,chop chilli,00:14:52.70,00:14:53.54,53562,53612,chop,5,chilli,101,['chilli'],[101],"[351216,351217]"
P29,P29_01,chop chilli,00:14:54.28,00:14:55.37,53656,53722,chop,5,chilli,101,['chilli'],[101],"[351219,351220]"
P29,P29_01,chop chilli,00:14:56.51,00:14:57.36,53790,53841,chop,5,chilli,101,['chilli'],[101],"[351223,351224]"
P29,P29_01,pick up chilli,00:14:59.26,00:15:00.56,53955,54033,pick-up,0,chilli,101,['chilli'],[101],"[351229,351230,351231]"
P29,P29_01,pour rice into mug,00:15:09.00,00:15:15.30,54540,54918,pour,7,rice,44,['rice'],[44],"[351446,351447,351448,351449,351450,351451,351452,351453,351454,351455,351456,351457,351458,352259,352260,352261,352262,352263,352264,352265,352266,352267,352268,352269,352270,352271]"
P29,P29_01,open cupboard,00:15:11.70,00:15:19.43,54702,55165,open,2,cupboard,8,['cupboard'],[8],"[351452,351453,351454,351455,351456,351457,351458,351459,351460,351461,351462,351463,351464,351465,351466,352265,352266,352267,352268,352269,352270,352271,352272,352273,352274,352275,352276,352277,352278,352279]"
P29,P29_01,pour rice into mug,00:15:15.40,00:15:16.87,54924,55012,pour,7,rice,44,['rice'],[44],"[351459,351460,351461,352272,352273,352274]"
P29,P29_01,pour rice into mug,00:15:16.72,00:15:19.80,55003,55188,pour,7,rice,44,['rice'],[44],"[351462,351463,351464,351465,351466,351467,352275,352276,352277,352278,352279,352280]"
P29,P29_01,put down rice,00:15:21.14,00:15:22.20,55268,55332,put-down,1,rice,44,['rice'],[44],"[354450,354451]"
P29,P29_01,move wine glasses,00:15:23.29,00:15:25.21,55397,55512,move,9,glass:wine,16,['glass:wine'],[16],"[351469,351470,352283,352284,352285,352286,354454,354455,354456,354457]"
P29,P29_01,pick up mug,00:15:25.85,00:15:26.46,55551,55587,pick-up,0,mug,23,['mug'],[23],"[351472,352288]"
P29,P29_01,close cupboard,00:15:27.29,00:15:29.73,55637,55783,close,3,cupboard,8,['cupboard'],[8],"[351475,351476,351477,351478,351479]"
P29,P29_01,close cupboard,00:15:30.45,00:15:32.86,55827,55971,close,3,cupboard,8,['cupboard'],[8],"[351481,351482,351483,351484,351485,352291,352292,352293,353593,353594,353595,353596,353597]"
P29,P29_01,pick up rice,00:15:33.33,00:15:34.28,55999,56056,pick-up,0,rice,44,['rice'],[44],"[352295,352296,353599,353600]"
P29,P29_01,put down mug,00:15:34.70,00:15:36.37,56082,56182,put-down,1,mug,23,['mug'],[23],"[352298,352299,352300]"
P29,P29_01,stir ingredients,00:15:43.63,00:15:55.96,56617,57357,stir,6,ingredient,143,['ingredient'],[143],"[351891,351892,351893,351894,351895,351896,351897,351898,351899,351900,351901,351902,351903,351904,351905,351906,351907,351908,351909,351910,351911,351912,351913,351914,352302,352303,352304,352305,354359]"
P29,P29_01,stir ingredients,00:15:52.55,00:15:53.74,57153,57224,stir,6,ingredient,143,['ingredient'],[143],"[351909,351910]"
P29,P29_01,pick up mug,00:15:56.98,00:15:58.22,57418,57493,pick-up,0,mug,23,['mug'],[23],"[352308,352309,352310,354361,354362,354363]"
P29,P29_01,turn on tap,00:15:58.95,00:16:00.03,57537,57601,turn-on,12,tap,3,['tap'],[3],"[352312,352313,352314,354365,354366,354367]"
P29,P29_01,pick up mug,00:15:59.07,00:16:00.43,57544,57625,pick-up,0,mug,23,['mug'],[23],"[352313,352314,354366,354367]"
P29,P29_01,shake mug,00:16:01.58,00:16:03.94,57694,57836,shake,14,mug,23,['mug'],[23],"[352318,352319,352320,352321,354371,354372,354373,354374]"
P29,P29_01,turn off tap,00:16:02.37,00:16:03.42,57742,57805,turn-off,15,tap,3,['tap'],[3],"[352319,352320,354372,354373]"
P29,P29_01,turn down heat on oven,00:16:13.70,00:16:15.77,58422,58546,turn-down,65,heat,106,"['heat', 'oven']","[106, 56]","[352841,352842,352843,352844]"
P29,P29_01,pour mug over pan,00:16:32.04,00:16:45.36,59522,60321,pour,7,mug,23,"['mug', 'pan']","[23, 1]","[352330,352331,352332,352333,352334,352335,352336,352337,352338,352339,352340,352341,352342,352343,352344,352345,352346,352347,352348,352349,352350,352351,352352,352353,352354,352355,353172,353173,353174,353175,353176,353177,353178,353179,353180,353181,353182,353183,353184,353185,353186,353187,353188,353189,353190,353191,353192,353193,353194,353195,353196,353197,353608,353609,353610,353611,353612]"
P29,P29_01,pour rice into pan,00:16:32.79,00:16:34.25,59567,59655,pour,7,rice,44,"['rice', 'pan']","[44, 1]","[352331,352332,352333,353173,353174,353175,353609,353610,353611]"
P29,P29_01,turn up heat on oven,00:16:48.63,00:16:49.66,60517,60579,turn-up,71,heat,106,"['heat', 'oven']","[106, 56]","[351237,351238,352853,352854]"
P29,P29_01,throw away chilli,00:16:50.42,00:16:53.88,60625,60832,throw,8,chilli,101,['chilli'],[101],"[351240,351241,351242,351243,351244,351245,351246]"
P29,P29_01,throw away packaging,00:16:58.94,00:17:00.59,61136,61235,throw,8,packaging,77,['packaging'],[77],"[352874,352875,352876,352877,354339,354340,354341,354342]"
P29,P29_01,open stock cube,00:17:00.69,00:17:03.70,61241,61422,open,2,cube:stock,111,['cube:stock'],[111],"[351917,351918,351919,351920,352878,353313,353314,353315,353316,354343,354344,354345,354346,354347,354348]"
P29,P29_01,put down foil,00:17:03.80,00:17:08.27,61428,61696,put-down,1,foil,141,['foil'],[141],"[351921,351922,351923,351924,351925,351926,351927,351928,353317,353318,353319,353320,353321,353322,353323,353324,354349]"
P29,P29_01,stir pan ingredients,00:17:05.35,00:17:07.43,61520,61645,stir,6,ingredient:pan,143,['ingredient:pan'],[143],"[351924,351925,351926,351927,353320,353321,353322,353323]"
P29,P29_01,pour stock into pan,00:17:15.03,00:17:16.52,62101,62191,pour,7,stock,111,"['stock', 'pan']","[111, 1]","[351609,351610,351611,351612,351933,351934,351935,351936,353206,353207,353208,353209,353328,353329,353330,353331,354208,354209,354210,354211]"
P29,P29_01,stir pan ingredients,00:17:16.52,00:17:27.90,62191,62874,stir,6,ingredient:pan,143,['ingredient:pan'],[143],"[350967,350968,350969,350970,350971,350972,350973,350974,350975,350976,350977,350978,350979,351008,351009,351010,351011,351012,351013,351014,351015,351016,351017,351018,351019,351020,351021,351022,351023,351024,351025,351026,351612,351613,351614,351615,351616,351617,351618,351619,351620,351621,351622,351623,351624,351625,351626,351627,351628,351629,351630,351631,351632,351633,351634,351936,351937,351938,351939,351940,351941,351942,351943,351944,351945,351946,351947,351948,351949,351950,351951,351952,351953,351954,351955,351956,351957,351958,352098,352099,352100,352101,352102,352103,352104,352105,352106,352879,352880,352881,352882,352883,352884,352885,352886,352887,352888,353209,353331,353332,353333,353334,353335,353336,353337,353338,353339,353340,353341,353342,353343,353344,353345,353346,353347,353348,353349,353350,353351,353352,353353,354211]"
P29,P29_01,throw foil away,00:17:16.62,00:17:27.09,62197,62825,throw,8,foil,141,['foil'],[141],"[350967,350968,350969,350970,350971,350972,350973,350974,350975,350976,350977,350978,351008,351009,351010,351011,351012,351013,351014,351015,351016,351017,351018,351019,351020,351021,351022,351023,351024,351025,351613,351614,351615,351616,351617,351618,351619,351620,351621,351622,351623,351624,351625,351626,351627,351628,351629,351630,351631,351632,351633,351937,351938,351939,351940,351941,351942,351943,351944,351945,351946,351947,351948,351949,351950,351951,351952,351953,351954,351955,351956,351957,352098,352099,352100,352101,352102,352103,352104,352105,352106,352879,352880,352881,352882,352883,352884,352885,352886,352887,353332,353333,353334,353335,353336,353337,353338,353339,353340,353341,353342,353343,353344,353345,353346,353347,353348,353349,353350,353351,353352]"
P29,P29_01,chop green beans,00:17:21.69,00:17:26.21,62501,62772,chop,5,bean:green,138,['bean:green'],[138],"[350968,350969,350970,350971,350972,350973,350974,350975,350976,351015,351016,351017,351018,351019,351020,351021,351022,351023,351623,351624,351625,351626,351627,351628,351629,351630,351631,351947,351948,351949,351950,351951,351952,351953,351954,351955,352103,352104,352105,352106,352879,352880,352881,352882,352883,352884,352885,353342,353343,353344,353345,353346,353347,353348,353349,353350]"
P29,P29_01,pick up knife,00:17:22.84,00:17:23.48,62570,62608,pick-up,0,knife,5,['knife'],[5],"[350970,351017,351625,351949,352105,352879,353344]"
P29,P29_01,open green bean packing,00:17:24.25,00:17:25.47,62655,62728,open,2,bean:green,138,"['bean:green', 'packing:bean']","[138, 138]","[350973,350974,351020,351021,351628,351629,351952,351953,352882,352883,353347,353348]"
P29,P29_01,remove green bean from packaging,00:17:26.12,00:17:28.76,62767,62925,remove,10,bean:green,138,"['bean:green', 'packaging']","[138, 77]","[350977,350978,350979,350980,350981,351024,351025,351026,351027,351028,351632,351633,351634,351956,351957,351958,351959,352886,352887,352888,352889,352890,353351,353352,353353,353354]"
P29,P29_01,chop green beans,00:17:28.05,00:17:29.93,62883,62995,chop,5,bean:green,138,['bean:green'],[138],"[350981,350982,350983,351028,351029,351030,352890,352891,352892]"
P29,P29_01,throw away green bean packaging,00:17:29.93,00:17:31.03,62995,63061,throw,8,bean:green,138,"['bean:green', 'packaging:bean']","[138, 77]","[350984,350985,350986,351031,352893,352894,352895]"
P29,P29_01,snap green beans,00:17:44.57,00:17:46.90,63874,64014,snap,31,bean:green,138,['bean:green'],[138],"[350990,350991,350992,350993,351039,351040,351041,351042,353213,353214,353215,353216]"
P29,P29_01,throw green bean in pan,00:17:47.00,00:17:47.80,64020,64068,throw,8,bean:green,138,"['bean:green', 'pan']","[138, 1]","[350994,350995,351043,351044,353217,353218]"
P29,P29_01,snap green beans,00:17:48.46,00:17:58.86,64107,64731,snap,31,bean:green,138,['bean:green'],[138],"[351046,351047,351048,351049,351050,351051,351052,351053,351054,351055,351056,351057,351058,351059,351060,351061,351062,351063,351064,351065,351066,353220,353221,353222,353223,353224,353225,353226]"
P29,P29_01,throw green beans in pan,00:17:58.96,00:18:00.09,64737,64805,throw,8,bean:green,138,"['bean:green', 'pan']","[138, 1]","[351067,351068,351069,353227,353228,353229]"
P29,P29_01,stir mixture,00:18:14.00,00:18:22.83,65640,66169,stir,6,mixture,64,['mixture'],[64],"[351076,351077,351078,351079,351080,351081,351082,351083,351084,351085,351086,351087,351088,351089,351090,351091,351092,351093,352131,352132,352133,352134,352151,352152,352153,352154,352155,352156,352157,352158,352159,352160,352161,352162,352163,352164,352165,352166,352167,352168,353231,353232]"
P29,P29_01,snap green beans,00:18:14.53,00:18:15.74,65671,65744,snap,31,bean:green,138,['bean:green'],[138],"[351077,351078,351079,352152,352153,352154]"
P29,P29_01,snap the green beans,00:18:15.85,00:18:22.98,65751,66178,snap,31,bean:green,138,['bean:green'],[138],"[351080,351081,351082,351083,351084,351085,351086,351087,351088,351089,351090,351091,351092,351093,352131,352132,352133,352134,352155,352156,352157,352158,352159,352160,352161,352162,352163,352164,352165,352166,352167,352168,353231,353232]"
P29,P29_01,pick up lid,00:18:24.33,00:18:25.67,66259,66340,pick-up,0,lid,11,['lid'],[11],"[351097,351098,351099,351280,351281,351282,352138,352139,352140,353236,353237,353238]"
P29,P29_01,throw them in pan,00:18:25.39,00:18:26.85,66323,66411,throw,8,pan,1,['pan'],[1],"[351099,351100,351101,351282,351283,351284,352140,352141,352142,353238,353239,353240]"
P29,P29_01,put down lid,00:18:25.67,00:18:26.71,66340,66402,put-down,1,lid,11,['lid'],[11],"[351100,351101,351283,351284,352141,352142,353239,353240]"
P29,P29_01,pick up chopping board,00:18:26.81,00:18:28.55,66408,66513,pick-up,0,board:chopping,19,['board:chopping'],[19],"[351102,351103,351104,351105,351285,351286,351287,351288,352143,353241]"
P29,P29_01,snap green beans,00:18:26.95,00:18:31.66,66417,66699,snap,31,bean:green,138,['bean:green'],[138],"[351102,351103,351104,351105,351106,351107,351108,351109,351110,351111,351285,351286,351287,351288,352143,353241]"
P29,P29_01,stack green beans,00:18:31.76,00:18:36.09,66705,66965,stack,68,bean:green,138,['bean:green'],[138],"[351112,351113,351114,351115,351116,351117,351118,351119,351120,351289,351290,351291,351292,351293,351294,351295,351296,351297,352107,352108,352109,352110,352111,352112,352113,352114]"
P29,P29_01,put down knife and chopping board,00:18:35.35,00:18:37.38,66921,67042,put-down,1,knife,5,"['knife', 'board']","[5, 19]","[351119,351120,351296,351297,351298,351299,352113,352114,352115,352116]"
P29,P29_01,throw them in pan,00:18:41.24,00:18:43.05,67274,67383,throw,8,pan,1,['pan'],[1],"[353249,353250,353251,353252]"
P29,P29_01,pick up salt,00:18:47.69,00:18:48.42,67661,67705,pick-up,0,salt,31,['salt'],[31],"[353257,353651]"
P29,P29_01,shake salt into pan,00:18:49.13,00:18:51.55,67747,67893,shake,14,salt,31,"['salt', 'pan']","[31, 1]","[351121,351122,351123,351301,351302,351303,351304,353260,353261,353262,353263,353264,353403,353654,353655,353656,353657,353658,353991,353992,353993,353994,353995]"
P29,P29_01,put salt on shelf,00:18:52.00,00:18:52.72,67920,67963,put,1,salt,31,"['salt', 'shelf']","[31, 150]","[351124,351125,351305,351306,353404,353405,353659,353660,353996,353997]"
P29,P29_01,clear chopping board into bin,00:18:53.59,00:18:54.65,68015,68079,chop,5,board,19,"['board', 'bin']","[19, 25]","[351128,351129,351309,351310,353408,353409,354000,354001]"
P29,P29_01,put pepper on shelf,00:18:54.43,00:18:55.61,68065,68136,put,1,pepper,46,"['pepper', 'shelf']","[46, 150]","[351129,351130,351310,351311,353409,353410,353411,353538,354001,354002,354003]"
P29,P29_01,pick up raisins,00:18:58.16,00:18:59.40,68289,68364,pick-up,0,raisin,171,['raisin'],[171],"[353417,353418,353544,353545]"
P29,P29_01,pick up pepper,00:18:58.92,00:18:59.67,68335,68380,pick-up,0,pepper,46,['pepper'],[46],"[353418,353419,353545,353546]"
P29,P29_01,pour raisins into hand,00:18:59.50,00:19:04.58,68370,68674,pour,7,raisin,171,"['raisin', 'hand']","[171, 12]","[353419,353420,353421,353422,353423,353424,353425,353426,353427,353428,353429,353492,353493,353494,353495,353496,353497,353546,353547,353548,353549,353550,353551,353552,353553,353554,353555,353556]"
P29,P29_01,grind pepper into pan,00:19:03.02,00:19:07.52,68581,68851,grind,37,pepper,46,"['pepper', 'pan']","[46, 1]","[353426,353427,353428,353429,353430,353431,353432,353433,353434,353435,353494,353495,353496,353497,353498,353499,353500,353501,353502,353503,353553,353554,353555,353556,353557,353558,353559,353560,353561,353562]"
P29,P29_01,pour raisins into pot,00:19:04.70,00:19:07.74,68682,68864,pour,7,raisin,171,"['raisin', 'pot']","[171, 15]","[353430,353431,353432,353433,353434,353435,353498,353499,353500,353501,353502,353503,353557,353558,353559,353560,353561,353562]"
P29,P29_01,empty more raisins,00:19:07.86,00:19:09.73,68871,68983,empty,18,raisin:more,171,['raisin:more'],[171],"[351487,351488,353265,353266,353267,353268,353504,353563,353564,353565,353566]"
P29,P29_01,put raisins into pan,00:19:09.72,00:19:11.17,68983,69070,put,1,raisin,171,"['raisin', 'pan']","[171, 1]","[351489,351490,351491,353269,353270,353271,353567,353568,353569]"
P29,P29_01,put raisins into cupboard,00:19:12.58,00:19:14.81,69154,69288,put,1,raisin,171,"['raisin', 'cupboard']","[171, 8]","[351495,351496,351497,351498,352423,353573,353574,353575,353576]"
P29,P29_01,close cupboard,00:19:14.96,00:19:16.21,69297,69372,close,3,cupboard,8,['cupboard'],[8],"[351499,351500,351501,352424,352425,352426,353577]"
P29,P29_01,move oil,00:19:17.91,00:19:19.63,69474,69577,move,9,oil,24,['oil'],[24],"[351313,351314,351315,351316,352430,352431,352432,352433]"
P29,P29_01,pick up chopping board,00:19:20.84,00:19:22.96,69650,69777,pick-up,0,board:chopping,19,['board:chopping'],[19],"[351319,351320,351321,351322]"
P29,P29_01,put chopping board in sink,00:19:26.02,00:19:27.51,69961,70050,put,1,board:chopping,19,"['board:chopping', 'sink']","[19, 33]","[351329,351330,351331,354010,354011,354012]"
P29,P29_01,stir mixture,00:19:30.72,00:19:38.75,70243,70725,stir,6,mixture,64,['mixture'],[64],"[351503,351504,351505,351506,351507,352177,352178,352179,352180,352181,352182,352183,352184,352185,352186,352187,352188,352189,352190,352191,352192,353461]"
P29,P29_01,open cupboard,00:19:40.40,00:19:41.77,70824,70906,open,2,cupboard,8,['cupboard'],[8],"[351511,351512,351513,353465,353466,353467]"
P29,P29_01,search for plates,00:19:41.46,00:19:44.77,70887,71086,search-for,38,plate,4,['plate'],[4],"[351513,351514,353467,353468,353469,353470,353471,353472,353473]"
P29,P29_01,pick up plates,00:19:43.97,00:19:48.21,71038,71292,pick-up,0,plate,4,['plate'],[4],"[351515,351516,351517,351518,351519,351520,353472,353473,353474,353475,353476,353477,353478,353479,353480]"
P29,P29_01,close cupboard,00:19:48.96,00:19:50.63,71337,71437,close,3,cupboard,8,['cupboard'],[8],"[351522,351523,351524,351525,353482,353483,353484,353485]"
P29,P29_01,put down plates,00:19:51.26,00:19:53.59,71475,71615,put-down,1,plate,4,['plate'],[4],"[351585,351586,351587,351588,351589,351635,351636,353487,353488,353489,353490,353491]"
P29,P29_01,open drawer,00:19:54.22,00:19:55.82,71653,71749,open,2,drawer,9,['drawer'],[9],"[351591,351592,351593,351638,351639,351640,353449,353450]"
P29,P29_01,pick up forks,00:19:55.85,00:19:57.59,71751,71855,pick-up,0,fork,18,['fork'],[18],"[351594,351641,351642,351643,351644,351651,351652,353451,353452,353453,353454]"
P29,P29_01,place fork on plate,00:19:58.14,00:19:59.10,71888,71946,place,1,fork,18,"['fork', 'plate']","[18, 4]","[351646,351647,352194,352195,353456,353457]"
P29,P29_01,place fork on plate,00:19:59.32,00:20:00.62,71959,72037,place,1,fork,18,"['fork', 'plate']","[18, 4]","[351648,351649,351650,352196,353458,353459,353460]"
P29,P29_01,stir mixture,00:20:01.71,00:20:08.61,72102,72516,stir,6,mixture,64,['mixture'],[64],"[352199,352200,352201,352202,352203,352204,352205,352206,352207,352208,352209,352210,352211,352212]"
P29,P29_01,stir mixture,00:20:07.95,00:20:18.28,72477,73096,stir,6,mixture,64,['mixture'],[64],"[352211,352212,352213,352214,352215,352216,352217,352218,352219,352220,352221,352222,352223,352224,352225,352226,352227,352228,352229,352230,352231]"
